Date,Time,Operator,Flight,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
10/31/2000,23:17,Singapore Airlines,6,Taipei - Los Angeles,Boeing B-747-412,9V-SPK,28023/1099,179,159,20,83,79,4,0,"Weather conditions at the time were extremely poor due to typhoon Xiang Sane. A NOTAM issued on Aug 31, 2000 indicated that Runway 05R was closed due to construction between Sep 13 and Nov 22. After reaching the end of Taxiway NP, the plane turned onto Taxiway N1 and then made a 180-degree turn onto Runway 05R and began its takeoff roll. Approximately 3.5 seconds after reaching V1, the aircraft hit construction equipment on the runway, crashed back to the ground, broke up and burst into flames. The pilot attempted to take off from a closed runway. The following factors contributed to the accident. Of three lights used to guide the aircraft onto the correct runway, one was not working and another dim. The airport lacked ""guard lights"" used to help pilots navigate from the taxiway to the correct runway during times of poor visibility. International regulations require that a large white X be placed on the tarmac at the entrance to a closed runway, but there was none at the entrance of runway 5R. Whether there should have been, in this case, however, is itself a contentious matter as the runway remained open for taxiing.","Taipei, Taiwan",25.0375198,121.5636796,POINT (25.0375198 121.5636796)
11/7/2000,,Malu Aviation,,,Antonov 32B,ER-AFA,3406,11,5,6,2,1,1,0,"Due to a blown tire on takeoff the pilot aborted the takeoff, overran the runway, came to rest in a cemetery and caught fire.","Luabo, Democratic Republic Congo",-10,24.81667,POINT (-10 24.81667)
11/9/2000,1:23,Superior Aviation,,"Fort Wayne, IN - Milwaukee, WI",Swearingen SA.226TC Metro II,N731AC,TC-255,1,0,1,1,0,1,0,"During takeoff, the cargo plane struck trees, crashed and caught fire. The indicated failure of the right hand AC bus during takeoff with low ceiling. The factors were the low ceiling, night, and the execssive workload the pilot experienced on takeoff with an electrical failure without a second in command.","Fort Wayne, Indiana",41.0799898,-85.1386015,POINT (41.0799898 -85.13860150000002)
11/15/2000,13:05,Asa Pesada,,Luanda - Namibe,Antonov AN-26,D2-FCG,PESA001,57,52,5,57,52,5,0,The plane crashed and exploded in flames into an open field 3 miles from the runway shortly after takeoff.  Engine failure.,"Luanda, Angola",-8.8272699,13.2439512,POINT (-8.827269900000003 13.2439512)
11/20/2000,12:22,American Airlines,,"Miami, FL - Port au Prince",Airbus A300-600R,N14056,463,114,105,9,1,0,1,0,"After climbing through 16,000 ft. the crew descovered cabin pressure could not be maintained and returned to the airport.  After landing the ram air switch failed to depressurize the aircraft. Moments later the left foreward door exploded open ejecting a flight attendant onto the tarmac.","Miami, Florida",25.7742658,-80.1936589,POINT (25.7742658 -80.1936589)
12/11/2000,14:45,Servicio Aereo Manchupo,,Cashaschanes - Sumacal,Cessna 206,CP-1721,,6,5,1,6,5,1,0,"Destabilized approach, attempted to establish runway alignment, insufficient altitude, struck a tree. The aircraft crashed and caught fire.","Sumacal, Beni, BO",-12.9482581,-65.1120651,POINT (-12.9482581 -65.11206510000001)
1/4/2001,,Military - People's Liberation Army,,Training,Shaanxi Yunshuji Y-8/Yunshuji Y-8,31242/31243,,16,0,16,16,0,16,6,Two Antonov 12 planes collided in midair killing all aboard and 6 on the ground.,"Zheng Zou AB, China",35.4276942,117.0460455,POINT (35.42769420000001 117.0460455)
1/8/2001,,Military - Tentara Nasional Indonesia Navy,,Timika - Jayapura,CASA 212-MP Aviocar 200,U-614,223/63N,9,0,9,9,0,9,0,"Struck Timika Peak at 11,800 ft. shortly after taking off. Controlled flight into terrain.","Silimo, Indonesia",-4.480476,138.9316798,POINT (-4.480476 138.9316798)
1/23/2001,21:35,Majestic Air Cargo,,,Douglas C-47A-30-DK (DC-3C),N19454,13863,2,0,2,2,0,2,0,"The cargo plane crashed on Table Top Mountain while en route. The airplane flightcrew's failure to maintain adequate distance/altitude from mountainous terrain during a departure climb to cruise flight, and the captain's impairment from drugs. Factors in the accident were dark night conditions, and the first officer's impairment from drugs.","Eider Point, Alaska",53.9583518,-166.5899634,POINT (53.9583518 -166.5899634)
1/25/2001,18:15,Rutaca Airlines,224,Canaina - Ciudad Bolivar - Por La Mar,Douglas DC-3C (C47A-DL),YV-224C,19055,24,20,4,24,20,4,0,The plane caught fire shortly after taking off from Ciudad Bolivar where it had made a refueling stop. The pilot was unable to tell the tower what was wrong before rolling inverted and crashing into a neighborhood south of the city.,"Ciudad Bolivar, Venezuela",8.1080955,-63.551078,POINT (8.108095500000001 -63.551078)
1/27/2001,17:37,North Bay Charter,,"Broomfield, CO - Stillwater, OK",Beech King Air 200 Catpass,N81PF,BB-158,10,8,2,10,8,2,0,"The plane was on a charter flight from Jefferson County Airport to Stillwater, Oklahoma. Radio and radar contact was lost 20 - 30 minutes after the plane took off as it reached 23,000 feet. The aircraft crashed at a high rate of speed into the ground on a farm 40 miles east of Denver. There was light snow and 1.5 miles visibility at the time of the accident. Two members and six staffers of the Oklahoma State University basketball team were among those killed. The probable cause of this accident was the pilot’s spatial disorientation resulting from his failure to maintain positive manual control of the airplane with the available flight instrumentation. Contributing to the cause of the accident was the loss of a.c. electrical power during instrument meteorological conditions.","Byers, Colorado",39.709152,-104.2219965,POINT (39.709152 -104.221996529712)
1/31/2001,16:50,Lineas Aereas Suramericanas,,El Yopal - Mitu,Sud Aviation SE-210 Caravelle 10R,HK-3932X,201,6,3,3,3,2,1,0,"While attempting to land at Mitú, the cargo plane's landing gear struck the ground short of the threshold. A go- around was executed but the No. 1 engine was shut down because of low oil pressure. The plane flew over the control tower twice to determine the state of the landing gear. It appeared that part of the left main landing gear was missing. The crew then positioned the plane for an approach and landing. As the plane turned into long final, it struck the ground, crashed in a meadow and caught fire.","El Yopal, Colombia",5.3356662,-72.3936931,POINT (5.3356662 -72.39369309999999)
2/8/2001,15:40,E.A.S. Aeroservizi,,"Nurnberg - Rome, Italy",Learjet 35A,I-MOCO,35-445,3,1,2,3,1,2,0,"The plane experienced asymetrical thrust during takeoff. Rose 200-300 ft., stalled and crashed into trees. An in-flight failure of the left power plant appromately 3 minutes after take-off and inadequate conduct of the crew  so that in short final the airplane stalled and crashed from low height. The failure of the left engine was caused by intergranular fractures of retention posts on the high pressure turbine disk. As a result of incorrect service life recordings the maximum number of cycles had considerably been exceeded.","Nurnberg, Germany",49.453872,11.077298,POINT (49.453872 11.077298)
2/8/2001,19:20,Northern Illinois Flight Center,,Chicago - Beaver Island,Swearingen SA.227AT Merlin IVC,N318DH,AT-469,6,4,2,2,0,2,0,"Impacted trees and crashed while attempting to land. The flightcrew not maintaining altitude/clearance during the circling instrument approach. Factors were the pilot in command initiating the flight without proper weather reporting facilities at the destination, the flightcrew not flying to an alternate destination, the flightcrew not following company and FAA procedures/directives, the lack of certification of the second pilot, the operator not following company and FAA procedures/directives, and the dark night and the low ceiling.","Beaver Island, Minnesota",48.0635145,-91.4880411,POINT (48.0635145 -91.48804110467189)
2/10/2001,,Gum Air Charter,,Paramaribo - Jakobkondre,GAF Nomad N24A,PZ-TBP,N24A-73,10,9,1,10,9,1,0,"After losing radio contact with the airport, the aircraft was observed flying low before crashed into a mountainside 2 nm from Jakobkondre.","Jacob Kondre, Suriname",5.7549345,-54.41505569,POINT (5.7549345 -54.4150556926683)
2/27/2001,17:30,Loganair,670,Edinburgh - Belfast,Shorts 360-100,G-BNMT,SH3723,2,0,2,2,0,2,0,Double engine failure on take off cause the cargo plane to ditch in Firth of the Forth estuary. Icing.,"Granton Harbour, Scotland",55.9840171,-3.220368995,POINT (55.9840171 -3.22036899516108)
3/3/2001,9:55,Military - Florida Army National Guard,,"Fort Walton Beach, Fl - Oceana Naval Air Station, VA",Short 360,93-1336,3684/3420,21,18,3,21,18,3,0,"The plane was on a flight from Florida to Oceana Naval Air Station in Virginia when witnesses observed the plane gliding down and losing altitude until it impacted the ground, exploding into flames. Heavy rain and wind were present in the area at the time of the accident. Weight imbalances in the aircraft were the primary cause of the accident as the cargo shifted when the pilot  got up and walked through the plane toward the rear of the plane, unbalancing the aircraft just as it hit severe turbulence. This led to the loss of control and break-up of the aircraft.","Unadilla, Georgia",32.2617378,-83.7364358,POINT (32.26173780000001 -83.7364358)
3/3/2001,14:48,Thai Airways,114,Bangkok - Chiang Mai.,Boeing B-737-4D7,HS-TDC,25321/2113,5,0,5,1,0,1,0,"The aircraft exploded and caught fire 35 minutes before its scheduled takeoff. Five members of the cabin crew were the only people aboard the plane at the time. Witnesses said they heard an explosion before flames erupted aboard the aircraft. NTSB investigators reported that the center fuel tank exploded followed by the right tank 18 minutes later. The cause for the explosion was unclear. The center fuel tank is located near air conditioning packs which generate heat, and were running nonstop prior to the explosion.","Bangkok, Thailand",13.7542529,100.493087,POINT (13.7542529 100.493087)
3/15/2001,,Vnukovo Airlines,,Istanbul - Moscow,Tupolev 154M,RA-85619,86A-738,174,162,12,3,2,1,0,"The plane was hijacked and flown to Medina, Saudi Arabia. The plane was stormed and three people killed.","Medina, Saudi Arabia",24.471153,39.6111216,POINT (24.471153 39.6111216)
3/24/2001,16:30,Air Caraibes,1501,St. Maarten - St. Barthélémy,de Havilland Canada DHC-6 Twin Otter,F-OGES,254,19,17,2,19,17,2,1,The aircraft took off from Prinses Juliana Airport at St. Maarten for a 15 minute flight to St. Jean Airport at St. Barthélémy. While attempting to land at St. Barthélémy the plane veered sharply to the left and plunged straight down crashing into a house and bursting into flames. Weather was good at the time of the accident.,"Gustavia, St. Barthélémy, French West Indies",53.506377,-113.656323,POINT (53.506377 -113.656323)
3/26/2001,18:25,Merpati Nusantara Airlines,,Training,Fokker F-27 Friendship 500F,PK-MFL,10609,3,0,3,3,0,3,0,"While approaching Juanda for the 8th touch-and-go landing the aircraft banked to the left, crashed and caught fire.","Jadura, Indonesia",-1.003189,101.972332,POINT (-1.003189 101.972332)
3/29/2001,19:01,Jetwingsco Inc. - Private Charter,-,Los Angeles - Aspen,Grummand Gulfstream III,N303GA,303,18,15,3,18,15,3,0,"The aircraft was on final approach to Sardy Field when it crashed short of the runway into a hill northwest of the airport killing all aboard. The jet crashed into a small hillside 500 yards short of the runway, jumped over a culvert and crashed into another bluff exploding in flames. Wreckage was strewn over 100 yards. There was light snow and mist reported in the area at the time of the accident. The flight crew's operation of the airplane below the minimum descent altitude without an appropriate visual reference for the runway.  The crew was also under pressure to land before a landing curfew took effect.","Aspen, Colorado",39.1911128,-106.8235606,POINT (39.1911128 -106.8235606)
4/4/2001,,Military - Sudan Air Force,,Adar Yeil - Khartoum,Antonov AN-24,,,30,,,14,,,0,"The aircraft crashed on takeoff during a sandstorm, killing Sudan's deputy defense minister and 13 high-ranking military officers.","Adar Yeil, Sudan",14.5419,32.6955,POINT (14.5419 32.6955)
4/7/2001,15:30,SFC Vietnam - Charter - Full Account,,Vinh - Dong Hoi - Hue,Mil Mi-18 Helicopter,VN-8415,96168,16,13,3,16,13,3,0,"The helicopter, carrying members of Full Account, a group searching for the remains of U.S. troops missing in action during the Vietnam War, crashed into a mountainside in heavy fog.","Thanh Tranh Village, Vietnam",11.2291839,106.389979,POINT (11.2291839 106.389979)
